driver_status	type	adj_splicing_density
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in absence of driver	OG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Drivers	OG	0.0
Passengers in absence of driver	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
Drivers	TSG	0.0
Passengers in presence of driver	OG	0.0
Passengers in absence of driver	OG	0.0
Drivers	OG	0.0
Passengers in presence of driver	TSG	0.0
Passengers in absence of driver	TSG	0.0
